PropertyClass,ZoningCategory,RoadAccessLength,LandArea,RoadType,PlotShape,LandElevation,UtilityAccess,PlotConfiguration,LandSlope,District,NearbyTransport1,NearbyTransport2,PropertyType,HotelStyle,RoofDesign,RoofMaterial,ExteriorPrimary,ExteriorSecondary,FacadeArea,ExteriorQuality,ExteriorCondition,FoundationType,BasementHeight,BasementCondition,BasementExposure,BasementFacilityType1,BasementFacilityType2,BasementUnfinishedSF,BasementTotalSF,HeatingType,HeatingQuality,CentralAC,ElectricalSystem,LowQualityArea,UsableArea,GuestRooms,Kitchens,KitchenQuality,TotalRooms,PropertyFunctionality,Lounges,ParkingType,ParkingConstructionYear,ParkingFinish,ParkingCapacity,ParkingQuality,ParkingCondition,DrivewayType,SwimmingPoolArea,ExtraFacilityValue,MonthSold,YearSold,DealType,DealCondition,HotelValue,TotalOutdoorArea,TotalSF,TotalBaths,OverallScore,Age,YearsSinceRemodel,Qual_x_GroundSF
120,FV,50.0,5119,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,460,1698,GasA,Ex,Y,SBrkr,0,1709,2,1,Gd,5,Typ,1,Attchd,1999.0,Fin,2,TA,TA,Y,0,0,1,2008,CWD,Abnorml,328900.0,162,2377,3.0,7.0,9,8,15381
20,RL,65.0,6768,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,80,912,GasA,Gd,Y,SBrkr,0,912,3,1,Gd,5,Typ,0,Detchd,1962.0,Unf,1,TA,TA,Y,0,0,5,2008,WD,Normal,142000.0,168,1368,2.5,7.0,47,12,5472
60,RL,65.0,15426,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,107,928,GasA,Ex,Y,SBrkr,0,1764,3,1,Gd,7,Typ,0,Attchd,1997.0,RFn,2,TA,TA,Y,0,0,8,2009,WD,Normal,231500.0,375,2609,3.5,5.5,12,12,5568
60,RL,70.0,12936,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,Unf,130,723,GasA,TA,Y,SBrkr,0,1395,3,1,TA,6,Typ,1,Attchd,1972.0,Unf,2,TA,TA,Y,0,0,12,2009,WD,Normal,162000.0,410,2302,2.0,6.0,37,37,4410
20,RL,75.0,7500,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,216,1040,GasA,Fa,Y,SBrkr,0,1040,3,1,TA,5,Typ,0,Attchd,1963.0,Fin,1,TA,TA,Y,0,0,6,2010,WD,Normal,133000.0,220,1568,2.5,5.0,47,47,5200
20,RL,103.0,13472,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,2336,2392,GasA,Ex,Y,SBrkr,0,2392,3,1,Ex,8,Typ,1,Attchd,2003.0,Fin,3,TA,TA,Y,0,0,6,2009,WD,Normal,386250.0,353,3713,2.0,7.5,6,6,23920
30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,706,1103,GasA,Gd,Y,SBrkr,0,1103,2,1,Gd,5,Typ,1,Detchd,1976.0,Unf,2,TA,TA,Y,0,0,7,2006,WD,Normal,110500.0,286,1829,1.0,6.0,81,26,6618
60,FV,85.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,245,1034,GasA,Ex,Y,SBrkr,0,2078,3,1,Ex,8,Typ,1,Attchd,2008.0,Fin,3,TA,TA,Y,0,0,4,2008,New,Partial,339750.0,102,3016,3.5,6.5,1,0,8400
45,RM,50.0,5000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,604,720,GasA,Po,N,FuseF,0,803,2,1,TA,5,Typ,0,Detchd,1941.0,Unf,2,TA,TA,Y,0,0,12,2007,WD,Normal,87000.0,244,1407,1.0,5.5,66,57,4015
20,RL,80.0,14000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,1092,1092,GasA,Ex,Y,SBrkr,0,1152,3,1,Gd,6,Typ,1,Attchd,1950.0,Unf,1,TA,TA,Y,0,0,8,2009,WD,Family,158500.0,36,1488,1.5,7.0,59,5,6912
85,RL,85.0,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,LwQ,0,1053,GasA,TA,Y,SBrkr,0,1173,3,1,Gd,6,Typ,2,Attchd,1974.0,RFn,2,TA,TA,Y,0,0,1,2010,WD,Family,170000.0,120,1821,3.0,6.5,36,36,8211
190,RM,70.0,5600,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,Hip,CompShg,VinylSd,Wd Shng,0.0,Fa,Fa,Slab,None,None,None,None,None,0,0,GasA,Fa,N,SBrkr,0,1092,3,2,Fa,7,Mod,0,None,,None,0,None,None,N,0,3500,7,2010,WD,Normal,55000.0,0,1092,2.0,4.5,80,60,1488
70,RL,96.0,13132,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,Unf,747,747,GasA,Gd,Y,FuseF,0,1784,4,1,TA,9,Typ,0,Detchd,1914.0,Unf,1,Fa,Fa,N,0,0,7,2006,WD,Normal,138887.0,243,2207,1.5,5.0,92,56,4460
80,RL,102.0,10192,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,143.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,570,570,GasA,Gd,Y,SBrkr,0,1920,4,1,Gd,8,Typ,1,Attchd,1968.0,RFn,2,TA,TA,Y,0,0,9,2006,WD,Normal,170000.0,98,2505,3.0,6.5,38,14,8554
20,RL,50.0,14859,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,27.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1670,1670,GasA,Ex,Y,SBrkr,0,1670,3,1,Gd,7,Typ,1,Attchd,2006.0,RFn,3,TA,TA,Y,0,0,8,2006,New,Partial,240000.0,204,2564,2.0,6.0,0,0,11690
160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,600,600,GasA,Ex,Y,SBrkr,80,1223,2,1,Gd,4,Typ,0,Detchd,2005.0,RFn,2,TA,TA,Y,0,0,7,2006,WD,Normal,147400.0,166,1789,2.5,6.0,1,1,3640
20,RL,100.0,15602,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,254,1501,GasA,TA,Y,SBrkr,0,1801,1,1,TA,6,Typ,2,Attchd,1959.0,Fin,2,TA,TA,Y,0,0,3,2010,WD,Normal,289000.0,215,2500,3.0,7.5,51,13,12607
90,RL,87.0,9246,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,564.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1656,1656,GasA,TA,Y,SBrkr,0,1656,4,2,TA,8,Typ,0,Detchd,1973.0,Unf,2,TA,TA,Y,0,0,11,2008,WD,Normal,135000.0,211,2373,2.0,5.0,35,35,8280
70,RL,60.0,9550,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,Unf,540,756,GasA,Gd,Y,SBrkr,0,1717,3,1,Gd,7,Typ,1,Detchd,1998.0,Unf,3,TA,TA,Y,0,0,2,2006,WD,Abnorml,140000.0,307,2666,2.0,6.0,91,36,6727
70,RL,79.0,9480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,224.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,342,728,GasA,Ex,Y,SBrkr,0,1644,3,1,Gd,7,Typ,2,Attchd,1942.0,Unf,1,TA,TA,Y,0,0,6,2007,WD,Normal,146500.0,168,2124,1.5,6.0,65,12,4440
60,RL,99.0,12099,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,166,1136,GasA,Ex,Y,SBrkr,0,2468,4,1,Gd,10,Typ,1,BuiltIn,2004.0,Fin,3,TA,TA,Y,0,0,6,2007,WD,Normal,354000.0,338,3678,3.5,6.5,3,3,9088
50,RL,85.0,14115,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,Wood,Gd,TA,No,GLQ,Unf,64,796,GasA,Ex,Y,SBrkr,0,1362,1,1,TA,5,Typ,0,Attchd,1993.0,Unf,2,TA,TA,Y,0,700,10,2009,WD,Normal,143000.0,70,1912,2.5,5.0,16,14,3980
20,RL,64.0,9037,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1048,1476,GasA,Ex,Y,SBrkr,0,1484,2,1,Ex,6,Typ,1,Attchd,2006.0,RFn,2,TA,TA,Y,0,0,12,2007,WD,Normal,265900.0,153,2109,2.0,6.5,1,1,11872
20,RL,71.0,9230,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,Unf,203,864,GasA,Gd,Y,SBrkr,0,1200,1,1,Gd,6,Typ,0,Detchd,1977.0,Unf,2,TA,TA,Y,0,0,10,2006,WD,Normal,146000.0,64,2148,2.5,6.5,41,8,6000
20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,174.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,1064,1064,GasA,TA,Y,SBrkr,0,1350,3,1,TA,7,Typ,1,Attchd,1974.0,RFn,2,TA,TA,Y,0,0,8,2009,WD,Normal,165000.0,0,1828,2.0,5.5,35,35,8100
90,RL,65.0,6040,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,AsbShng,Plywood,0.0,TA,TA,PConc,None,None,None,None,None,0,0,GasA,TA,N,FuseP,0,1152,2,2,Fa,6,Typ,0,None,,None,0,None,None,N,0,0,6,2008,WD,AdjLand,82000.0,0,1152,2.0,4.5,53,53,4608
20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,GLQ,379,1650,GasA,Ex,Y,SBrkr,0,1680,3,1,Gd,7,Maj1,1,Attchd,1998.0,Fin,2,TA,TA,Y,0,0,6,2009,WD,Normal,213250.0,151,2414,3.0,6.0,11,10,11760
50,RM,63.0,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,540,540,GasA,Gd,N,FuseA,0,1440,3,1,TA,6,Typ,0,Attchd,1940.0,Unf,1,Fa,TA,Y,0,0,4,2006,WD,Normal,79000.0,77,1869,1.0,4.5,106,56,4445
20,RL,70.0,10355,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,196.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,519,1214,GasA,TA,Y,SBrkr,0,1214,3,1,TA,5,Typ,1,Attchd,1967.0,RFn,1,TA,TA,Y,0,0,7,2007,WD,Normal,143000.0,111,1643,2.0,5.0,40,40,6070
60,RL,70.0,13517,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,Unf,192,725,GasA,Ex,Y,SBrkr,0,1479,3,1,Gd,6,Typ,0,Attchd,1976.0,RFn,2,TA,TA,Y,0,0,3,2010,WD,Normal,130500.0,44,1998,2.5,7.0,34,5,4350
60,RL,72.0,10463,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,893,893,GasA,Ex,Y,SBrkr,0,1801,3,1,Gd,8,Typ,1,Attchd,2005.0,Fin,3,TA,TA,Y,0,0,6,2006,WD,Normal,239900.0,116,2717,2.5,6.5,1,1,7208
70,RL,70.0,7500,Pave,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,224,771,GasA,Fa,Y,SBrkr,0,1494,3,1,Gd,7,Typ,2,Attchd,1942.0,Unf,1,TA,TA,P,0,0,11,2009,WD,Normal,177500.0,224,1931,1.0,6.5,67,59,4518
60,RL,86.0,11839,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,99.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,390,1475,GasA,Ex,Y,SBrkr,0,2329,4,1,Gd,10,Typ,1,Attchd,1990.0,Unf,2,TA,TA,Y,0,0,5,2008,WD,Normal,262280.0,313,3156,3.5,6.0,18,18,10724
20,RL,85.0,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,Unf,1588,1588,GasA,Ex,Y,SBrkr,0,1588,3,1,Gd,7,Typ,1,Attchd,2006.0,RFn,3,TA,TA,Y,0,0,12,2007,WD,Normal,227000.0,189,2602,2.0,6.5,1,1,12704
20,RL,79.0,8910,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,0,655,GasA,Ex,Y,SBrkr,0,1194,3,1,TA,6,Typ,1,BuiltIn,1954.0,Fin,2,TA,TA,Y,0,0,7,2006,WD,Normal,159500.0,192,1925,1.5,6.0,47,47,7164
20,RL,79.0,9236,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,279,1479,GasA,Ex,Y,SBrkr,0,1494,3,1,Gd,6,Typ,0,Attchd,1997.0,RFn,2,TA,TA,Y,0,0,7,2006,WD,Normal,217000.0,195,2265,3.0,5.5,9,9,8964
85,RL,57.0,8846,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,572,870,GasA,Ex,Y,SBrkr,0,914,2,1,TA,5,Typ,0,Detchd,1998.0,Unf,2,TA,TA,Y,0,0,7,2006,WD,Normal,148000.0,0,1490,1.0,5.0,10,10,4570
70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,Unf,712,728,GasA,Ex,Y,SBrkr,0,1641,3,1,Ex,6,Typ,1,Detchd,1925.0,Unf,2,Fa,TA,Y,0,0,8,2006,WD,Normal,178000.0,234,2421,2.0,7.0,81,16,5824
50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,1078,1078,GasA,TA,Y,SBrkr,0,1573,3,1,TA,8,Typ,1,Detchd,1930.0,Unf,2,TA,TA,P,0,0,6,2008,WD,Normal,162900.0,0,1933,2.0,6.0,78,16,5640
80,RL,70.0,14115,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,336,1372,GasA,TA,Y,SBrkr,0,1472,3,1,TA,6,Typ,2,Attchd,1980.0,Unf,2,TA,TA,Y,0,0,6,2009,WD,Normal,187500.0,281,2341,3.0,6.0,29,29,10304
50,RL,75.0,12508,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,323,983,GasA,Ex,Y,SBrkr,0,1750,4,1,TA,7,Mod,0,Attchd,1989.0,Unf,1,TA,TA,Y,0,1300,7,2008,WD,Normal,160000.0,401,2574,3.0,6.5,68,23,5898
60,RL,68.0,10769,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,846,866,GasA,Ex,Y,SBrkr,0,1768,3,1,Gd,7,Typ,0,Attchd,2007.0,RFn,2,TA,TA,Y,0,0,4,2009,WD,Normal,212000.0,249,2595,2.5,6.5,2,2,6928
20,RL,72.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,580,1196,GasA,Gd,Y,FuseA,0,1196,2,1,TA,6,Typ,1,Attchd,1956.0,RFn,1,TA,TA,Y,0,0,5,2008,WD,Normal,139000.0,44,1537,2.0,5.5,52,52,7176
20,RL,67.0,8777,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,None,None,None,None,None,0,0,GasA,Ex,Y,SBrkr,0,1126,2,1,Gd,5,Typ,0,Detchd,2002.0,Fin,2,TA,TA,N,0,0,5,2009,WD,Normal,108000.0,96,1742,2.0,4.5,60,6,4504
20,RL,70.0,11500,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,Gd,Slab,None,None,None,None,None,0,0,GasA,Ex,N,SBrkr,0,845,3,1,TA,5,Typ,0,Detchd,1957.0,Unf,1,TA,TA,N,0,0,1,2009,WD,Normal,84000.0,186,1321,1.0,3.5,52,52,3380
60,RL,70.0,11075,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,232.0,TA,TA,CBlock,TA,TA,Av,ALQ,LwQ,29,784,GasA,Ex,Y,SBrkr,0,1968,4,1,TA,7,Min2,1,Attchd,1969.0,RFn,2,TA,TA,Y,0,400,9,2008,WD,Normal,172000.0,494,2992,3.0,4.5,39,39,5840
50,RL,60.0,9738,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,392,784,GasA,Gd,Y,SBrkr,0,1221,4,1,TA,7,Typ,0,Attchd,1965.0,Unf,1,TA,TA,Y,0,0,3,2006,WD,Normal,104900.0,236,1849,2.0,6.0,82,56,4745
70,RM,60.0,3600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,684,684,GasA,Ex,N,FuseA,0,1368,3,1,TA,7,Typ,0,Detchd,1930.0,Unf,1,TA,Fa,N,0,0,10,2006,WD,Normal,114504.0,158,1742,1.0,6.5,96,13,4104
160,RM,21.0,1869,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,127.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,162,483,GasA,TA,Y,SBrkr,0,987,2,1,TA,5,Typ,0,Detchd,1987.0,Unf,1,TA,TA,Y,0,0,9,2008,WD,Normal,106000.0,0,1267,1.5,6.0,38,38,2898
20,RL,114.0,10357,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,172,910,GasA,Gd,Y,SBrkr,0,1442,3,1,Gd,6,Typ,1,Attchd,1990.0,Fin,2,TA,TA,Y,0,0,5,2007,WD,Normal,179900.0,244,2405,3.0,6.0,17,16,10094
20,RL,67.0,8877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,0,836,GasA,TA,Y,FuseF,0,1220,2,1,TA,6,Typ,0,Detchd,1951.0,Unf,2,TA,TA,Y,0,0,4,2006,COD,Normal,102000.0,0,1616,1.0,4.5,55,55,4880
20,RL,63.0,8487,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1480,1500,GasA,Ex,Y,SBrkr,0,1500,3,1,Gd,6,Typ,0,Attchd,2004.0,RFn,2,TA,TA,Y,0,0,8,2009,WD,Normal,190000.0,228,2298,2.0,6.0,5,5,10500
60,RL,70.0,16545,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,731.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,503,1284,GasA,Ex,Y,SBrkr,0,2450,3,1,Gd,7,Typ,1,Attchd,1998.0,Fin,3,TA,TA,Y,0,0,5,2009,WD,Normal,340000.0,126,3645,3.5,6.5,11,11,10480
20,RL,64.0,6762,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,24.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,501,1187,GasA,Ex,Y,SBrkr,0,1208,2,1,Gd,6,Typ,0,Attchd,2006.0,RFn,2,TA,TA,Y,0,0,2,2010,WD,Normal,206000.0,166,2006,3.0,6.0,4,4,8456
50,RM,81.0,12150,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,335.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1050,1050,GasA,Ex,N,FuseF,0,1795,4,1,TA,7,Typ,0,Attchd,1954.0,Unf,1,Fa,TA,Y,0,0,11,2008,WD,Normal,131500.0,0,2147,2.0,5.0,54,54,5250
90,RL,42.0,7711,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,0,1440,GasA,TA,Y,SBrkr,0,1440,4,2,TA,8,Typ,0,None,,None,0,None,None,N,0,0,8,2007,Oth,Abnorml,150000.0,321,1761,4.0,3.5,30,30,5760
20,RL,83.0,10420,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,1176,1212,GasA,Ex,Y,SBrkr,0,1212,3,1,Gd,6,Typ,0,Attchd,2009.0,RFn,2,TA,TA,Y,0,0,3,2010,WD,Normal,186000.0,122,1794,2.0,5.5,1,1,7272
50,RM,70.0,5700,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,572,572,GasA,TA,Y,SBrkr,0,1111,2,1,TA,5,Typ,1,Detchd,1982.0,Unf,1,TA,TA,Y,0,0,8,2008,WD,Normal,116900.0,176,1575,1.0,7.0,82,58,4004
60,RL,70.0,8963,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,289.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,487,1142,GasA,Ex,Y,SBrkr,0,2715,4,1,Gd,11,Typ,2,BuiltIn,1994.0,Fin,2,TA,TA,Y,0,0,7,2008,WD,Normal,299800.0,204,3750,4.0,8.5,32,12,9400
60,RL,57.0,8924,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Av,Unf,Unf,880,880,GasA,Ex,Y,SBrkr,0,1724,3,1,Gd,8,Typ,0,Attchd,1998.0,Fin,2,TA,TA,Y,0,0,7,2008,WD,Normal,188000.0,275,2526,2.5,6.0,10,9,6160
